Description,Real GDP of England at market prices,Real GDP of England at factor cost ,"Real UK GDP at market prices, geographically-consistent estimate based on post-1922 borders","Real UK GDP at factor cost, geographically-consistent estimate based on post-1922 borders","Index of real UK GDP at factor cost - based on changing political boundaries, ",Composite estimate of English and (geographically-consistent) UK real GDP at factor cost,HP-filter of log of real composite estimate of English and UK real GDP at factor cost,"Real UK gross disposable national income at market prices, constant border estimate",Real consumption,Real investment,Stockbuilding contribution,Real government consumption of goods and services,Export volumes,Import volumes,Nominal GDP of England at market prices,Nominal UK GDP at market prices,Nominal UK GDP at market prices.1,Population (GB+NI),Population (England),Employment,Unemployment rate,Average weekly hours worked,"Capital Services, whole economy",TFP growth,Labour productivity,Labour productivity.1,"Labour share, whole economy excluding rents",GDP deflator at market prices,Export prices,Import prices,Terms of Trade,$ Oil prices,Earnings per head,Consumer price index,Consumer price inflation,Real consumption wages,Wholesale/producer price index,Bank Rate,Bank Rate.1,10 year/medium-term government bond yields,Consols / long-term government bond yields,Mortgage rates,Corporate borrowing rate from banks,Corporate bond yields,Share prices,$/£ exchange rate,Real $/£ exchange rate,Nominal ERI,Real ERI,House price index,Credit ,Secured credit,Bank of England Balance sheet,Bank of England Balance sheet.1,Coin in circulation outside the Bank of England,Notes and coin in circulation,Monetary base,M1,Broad Money ,Public sector Total Managed Expenditure,Public sector Total Managed Expenditure.1,Public Sector Total Receipts,Public Sector Total Receipts.1,Public Sector Net Lending(+)/Borrowing(-),Public Sector Net Lending(+)/Borrowing(-).1,UK Public sector debt,UK Public sector debt.1,UK Public sector debt.2,Central Government Gross Debt,Central Government Gross Debt.1,Trade deficit,Trade deficit.1,Current account ,Current account .1,Current account deficit including estimated non-monetary bullion flows,Current account deficit including estimated non-monetary bullion flows.1
1855,59413,48944,68884,60595,33.6640,3.9657,-0.31,71775,49069,3165,0.00,11664,7618,4417,578.21,715.24,788.57,23241,17618,11253,3.73,64.44,5821,-3.96,,,0.68,1.04,2.13,3.29,64.60,,0.60,1.35,1.97,56.08,1.53,7.00,5.00,,3.35,5.00,,4.09,5.37,4.89,124.48,,,0.19,,,8.42,7.40,63.42,96,100,,322,,,,,-19.2,-2.4,827,104.9,104.9,806.7,752.9,10.6,1.34,21.7,2.8,17.90,2.3
1856,62294,51179,72193,63534,35.5078,4.1581,2.32,75144,51349,2905,0.52,11469,8758,5224,603.02,747.97,829.61,23466,17820,11369,3.52,64.31,5922,3.60,13.02,6.64,0.66,1.04,2.21,3.35,66.01,,0.61,1.35,0.53,56.69,1.53,6.00,5.92,,3.23,5.00,,4.07,6.12,4.91,128.17,,,0.18,,,8.67,7.85,66.16,98,103,,348,,,,,-8.8,-1.1,836,100.8,100.8,833.7,771.5,10.6,1.28,23.7,2.9,22.90,2.8
1857,62632,51612,72707,63878,35.3868,4.1806,0.81,74444,52843,2853,-0.62,9914,8852,5245,603.04,745.98,820.81,23689,18021,11408,3.95,63.75,6035,-0.30,12.97,6.67,0.65,1.03,2.29,3.63,63.23,,0.61,1.32,-2.32,57.50,1.62,8.00,6.63,,3.28,5.00,,4.12,5.91,4.89,121.15,,,0.18,,,8.23,7.49,68.07,92,108,,369,,,,,-2.0,-0.2,833,101.4,101.4,836.8,785.5,6.3,0.77,20.6,2.5,24.20,2.9
1858,62362,51370,72480,63603,35.2451,4.1626,-1.65,74625,52607,2853,-0.12,10108,8805,5287,575.05,711.93,784.50,23914,18223,11354,5.23,63.19,6136,0.58,13.07,6.78,0.63,0.98,2.20,3.15,69.84,,0.59,1.19,-10.16,62.12,1.42,2.50,3.04,,3.11,5.00,,4.00,6.64,4.86,114.65,,,0.18,,,9.52,7.93,66.14,93,104,,331,,,,,-0.7,-0.1,829,105.7,105.7,831.2,805.9,17.4,2.22,32.3,4.1,27.90,3.6
1859,65042,53465,75400,66336,36.9305,4.3415,0.52,78528,54730,3113,1.25,10692,9612,5654,612.08,759.02,839.25,24138,18426,11688,3.27,62.64,6255,2.20,13.23,6.93,0.66,1.01,2.24,3.21,69.89,,0.60,1.20,0.98,62.07,1.46,2.50,2.79,,3.20,4.75,,3.93,7.01,4.90,115.61,,,0.17,,,10.48,8.62,66.00,97,104,,350,,,,,0.3,0.0,824,98.2,98.2,828.7,795.9,21.6,2.57,37.5,4.5,36.90,4.4
1860,66378,54738,77082,67698,37.3519,4.4306,0.49,79782,55281,3320,-1.40,11275,10168,6458,632.84,782.08,856.54,24360,18629,11819,2.94,62.09,6390,0.84,13.31,7.03,0.66,1.01,2.24,3.30,67.68,,0.61,1.29,7.84,59.19,1.51,6.00,4.38,,3.22,4.75,,4.00,7.48,4.85,123.41,,,0.17,,,9.13,8.03,66.37,98,104,,358,,,,,-2.3,-0.3,822,96.0,96.0,822.8,780.5,3.5,0.41,21.2,2.5,22.70,2.7
1861,67646,55782,78497,68991,38.0408,4.5153,0.26,80763,57719,3632,1.29,10886,9829,6831,655.80,810.80,888.27,24585,18833,11823,3.72,61.55,6559,1.93,13.61,7.25,0.63,1.03,2.24,3.23,69.47,0.49,0.62,1.31,1.18,59.23,1.49,3.00,5.17,,3.29,4.75,,4.08,7.31,4.77,115.99,,,0.17,,,7.97,7.16,70.17,96,107,,375,,,,,-3.3,-0.4,821,92.5,92.5,822.0,756.9,-6.9,-0.78,12.3,1.4,13.90,1.6
1862,66904,55285,77711,68235,37.9338,4.4658,-3.05,81425,58662,3943,-0.45,10692,9354,6976,662.08,816.57,891.02,24862,19073,11786,4.68,61.01,6734,0.87,13.80,7.42,0.62,1.05,2.46,3.28,74.97,1.05,0.62,1.30,-0.62,60.05,1.56,3.00,2.58,,3.24,4.75,,4.03,7.99,5.56,117.58,,,0.17,,,8.48,7.32,74.77,101,113,,377,,,,,-2.0,-0.2,821,92.2,92.2,821.3,772.0,-5.9,-0.66,13.8,1.5,11.70,1.3
1863,70496,58444,81695,71898,39.9682,4.7055,-0.16,88141,59606,4462,1.01,10692,10060,7043,725.62,891.41,964.20,25142,19315,11942,4.15,60.48,6943,1.01,13.96,7.57,0.61,1.09,2.70,3.58,75.53,3.15,0.62,1.25,-3.99,62.42,1.60,7.00,4.42,,3.26,4.75,,4.03,8.74,7.07,115.11,,,0.17,,,8.34,7.21,80.70,102,118,,466,,,,,0.1,0.0,818,84.9,84.9,821.5,763.2,10.6,1.10,30.0,3.1,27.30,2.8
1864,71328,59235,82739,72747,40.4514,4.7611,-1.43,89099,61179,4773,-0.75,10497,10053,7046,765.82,939.13,1012.23,25425,19561,12167,2.99,59.95,7180,-0.34,13.92,7.61,0.61,1.14,2.93,3.95,73.98,8.06,0.63,1.23,-1.15,63.91,1.62,6.00,7.17,,3.35,4.75,,4.10,9.55,9.97,128.19,,,0.18,,,7.51,6.60,85.12,107,123,,530,,,,,1.4,0.1,814,80.4,80.4,817.2,750.5,6.4,0.63,27.4,2.7,23.90,2.4
1865,74757,62081,86675,76244,42.0077,4.9899,0.69,92004,63538,4981,0.95,10303,10962,7466,774.70,950.77,1028.31,25712,19810,12263,2.96,59.42,7445,3.08,14.43,7.96,0.62,1.10,2.76,3.68,75.11,6.59,0.65,1.25,1.74,64.66,1.57,7.00,4.75,,3.37,4.75,,4.18,9.84,7.69,97.01,,,0.17,,,7.22,6.29,86.58,109,126,,485,,,,,0.1,0.0,806,78.4,78.4,812.7,727.0,18.9,1.84,41.3,4.0,36.10,3.5
1866,75615,62864,87797,77119,42.3457,5.0472,-0.85,91987,65739,4773,-0.91,10303,11783,8171,800.61,981.90,1061.23,26003,20062,12302,3.29,58.90,7665,-0.02,14.49,8.07,0.62,1.12,2.81,3.66,76.66,3.74,0.67,1.33,6.35,62.97,1.58,3.50,6.63,,3.43,4.75,,4.27,9.49,6.88,94.64,,,0.18,,,6.84,6.07,85.51,116,127,,532,,,,,0.3,0.0,802,75.5,75.5,803.4,702.5,21,1.98,45.7,4.3,35.40,3.3
1867,76047,63140,88388,77560,42.2733,5.0760,-3.07,91266,66133,4410,-0.60,10497,11973,8044,789.03,969.36,1053.75,26296,20317,12195,4.84,58.39,7829,-0.98,14.44,8.11,0.63,1.10,2.61,3.47,75.21,2.41,0.68,1.41,5.30,60.36,1.54,2.00,2.46,,3.24,4.75,,4.30,9.19,6.75,104.99,,,0.18,,,7.80,6.68,82.04,117,124,,491,,,,,-2.9,-0.3,799,75.8,75.8,800.9,730.9,25.1,2.38,51.7,4.9,43.20,4.1
1868,79038,65704,91818,80610,43.9076,5.2757,-2.08,94469,68098,4254,0.40,10886,12855,8633,798.96,980.19,1063.86,26594,20575,12262,5.01,57.88,7964,2.86,14.83,8.40,0.62,1.07,2.46,3.46,71.01,3.63,0.67,1.36,-2.99,61.77,1.53,3.00,2.13,,3.22,4.75,,4.18,9.70,6.83,107.19,,,0.17,,,8.03,6.79,84.48,118,127,,471,,,,,-4.5,-0.4,798,75.0,75.0,797.8,747.1,11.4,1.07,41.1,3.9,37.10,3.5
1869,80781,67331,93878,82388,45.1347,5.3920,-2.81,99141,69435,4254,0.29,10497,13445,8911,824.75,1008.54,1088.02,26896,20837,12384,4.68,57.37,8082,1.32,14.97,8.56,0.62,1.07,2.44,3.36,72.58,3.64,0.67,1.27,-6.57,65.49,1.51,3.00,3.13,,3.24,4.75,,4.08,10.44,6.48,99.20,,,0.18,,,7.45,6.49,83.67,124,126,,533,,,,,3.8,0.3,794,73.0,73.0,797.8,745.0,19.6,1.80,50.8,4.7,47.10,4.3
1870,87553,73072,101221,89295,48.6870,5.8441,2.36,108826,72974,4669,1.99,11080,14320,9376,882.87,1077.80,1159.90,27201,21102,12594,3.77,56.87,8229,7.23,15.96,9.20,0.59,1.06,2.35,3.28,71.65,3.86,0.68,1.28,0.42,66.32,1.49,2.50,3.08,,3.27,4.75,,4.06,11.29,5.59,89.67,90.00,102.14,0.18,,,7.82,6.67,88.13,125,131,,501,,,,,2.0,0.2,789,68.0,68.0,793.1,739.3,22,1.90,55.3,4.8,52.30,4.5
1871,92367,77196,107008,94205,51.1800,6.1654,4.95,115190,75726,5188,-2.19,11080,16609,10964,947.94,1155.96,1242.90,27516,21376,12775,3.08,56.37,8426,3.82,16.54,9.62,0.58,1.08,2.30,3.05,75.29,4.34,0.70,1.31,2.80,66.57,1.54,3.00,2.92,,3.25,4.75,,4.01,13.55,5.46,96.23,88.79,104.33,0.18,,,7.71,6.50,95.42,135,141,,552,,,,,2.5,0.2,785,63.2,63.2,787.3,728.0,39,3.14,76.5,6.2,82.50,6.6
1872,92476,77263,107484,94316,51.2289,6.1727,2.49,116446,76748,5551,-1.54,10886,16805,11014,1000,1220,1312,27855,21669,12968,2.31,55.88,8635,-1.30,16.31,9.57,0.61,1.13,2.52,3.27,77.20,3.64,0.74,1.37,4.22,67.34,1.69,5.00,4.04,,3.26,4.75,,3.93,13.99,5.44,100.00,88.72,106.93,0.20,,,7.55,6.39,96.43,136,140,,572,,,,,5.2,0.4,779,59.4,59.4,784.2,731.2,55,4.19,97.3,7.4,98.30,7.5
1873,92935,77675,108196,94783,51.6199,6.2033,0.63,118699,78478,5447,1.64,10108,16216,11510,1047,1277,1371,28198,21966,13048,2.40,55.39,8832,0.03,16.33,9.67,0.62,1.18,2.60,3.27,79.43,1.83,0.78,1.38,0.78,70.31,1.70,5.50,4.75,,3.26,4.75,,3.92,14.26,5.55,104.81,89.49,109.35,0.22,,,7.41,6.20,96.80,137,143,,572,,,,,2.2,0.2,773,56.4,56.4,777.5,722.7,36,2.63,85.7,6.3,81.70,6.0
1874,96998,81141,112689,98928,53.7708,6.4745,2.77,122981,81152,6174,1.70,10886,16412,11708,1046,1276,1367,28545,22266,13082,2.83,55.39,9086,2.91,16.97,10.05,0.63,1.13,2.47,3.19,77.31,1.17,0.77,1.32,-4.54,73.36,1.57,6.00,3.79,,3.26,4.75,,3.90,14.09,5.42,102.73,88.79,106.13,0.21,,,6.42,5.44,97.12,138,141,,591,,,,,0.7,0.0,768,56.2,56.2,771.2,712.6,23,1.68,77.6,5.7,70.60,5.2
1875,97771,81637,113836,99716,54.2596,6.5261,1.61,122696,82332,6537,-1.76,11469,16478,12403,1020,1246,1338,28897,22571,13091,3.43,55.40,9346,-0.21,17.11,10.13,0.63,1.09,2.33,3.03,76.80,1.35,0.77,1.30,-1.49,74.01,1.47,4.00,3.17,,3.21,4.75,,3.86,14.59,5.59,108.28,89.67,108.27,0.20,,,6.09,5.32,98.15,141,143,,610,,,,,0.7,0.1,769,57.5,57.5,767.3,715.5,0,0.00,56.8,4.2,53.80,4.0
1876,98094,81851,114313,100045,54.6018,6.5476,0.17,121645,83197,6848,-0.89,11858,16412,12700,1006,1229,1321,29254,22880,13087,4.12,55.40,9605,-0.37,17.23,10.20,0.64,1.08,2.17,2.96,73.44,2.56,0.77,1.30,0.21,74.07,1.44,2.00,2.46,,3.17,4.75,,3.80,15.05,5.42,107.80,90.93,106.89,0.19,,,6.61,5.73,95.21,138,146,,612,,,,,1.0,0.1,769,58.2,58.2,769.4,728.2,-26,-1.97,31.5,2.4,25.50,1.9
1877,98937,82453,115398,100906,54.8951,6.6039,-0.64,120646,84297,6848,-1.69,12052,16805,12998,991,1212,1306,29616,23194,12963,5.68,55.40,9870,0.17,17.48,10.35,0.65,1.05,2.13,3.05,69.86,2.42,0.77,1.30,-0.07,74.12,1.44,4.00,2.92,,3.16,4.75,,3.75,15.74,5.08,103.23,90.35,101.11,0.19,,,7.39,6.26,93.51,134,139,,579,,,,,-1.2,-0.1,770,59.0,59.0,768.7,742.7,-45,-3.45,10.5,0.8,8.50,0.7
1878,99274,82800,115250,101249,55.3350,6.6264,-1.92,121156,85241,6433,4.97,12636,17066,13097,974,1191,1281,29983,23511,12895,6.81,55.41,10101,0.33,17.72,10.49,0.65,1.03,2.02,2.82,71.67,1.19,0.76,1.26,-3.03,75.26,1.34,5.00,3.75,,3.17,4.75,,3.77,15.18,4.89,101.21,91.13,101.46,0.18,,,7.15,6.18,92.55,138,145,,549,,,,,-1.7,-0.1,772,60.2,60.2,770.9,736.3,-31,-2.42,23.1,1.8,14.10,1.1
1879,97299,80947,113309,99234,54.1129,6.4946,-5.53,121938,84140,5914,-5.69,13996,18178,13593,934,1144,1233,30354,23833,12835,7.87,55.41,10299,-2.58,17.41,10.30,0.66,1.01,1.91,2.68,71.23,0.86,0.75,1.20,-4.47,77.38,1.28,3.00,2.38,,3.09,4.75,,3.73,17.17,4.85,95.96,91.54,99.62,0.18,,,8.49,7.11,90.31,130,144,,553,,,,,-6.6,-0.5,771,62.5,62.5,771.8,748.1,-24,-1.95,30.9,2.5,40.90,3.3
1880,104989,87683,121376,107077,58.3657,7.0079,0.46,126926,88544,5707,8.33,13802,20009,14635,1007,1229,1316,30731,24159,13235,5.69,55.41,10462,5.25,18.21,10.77,0.64,1.01,1.99,2.83,70.44,0.95,0.75,1.23,2.01,76.21,1.35,3.00,2.75,,3.06,4.75,,3.61,18.93,4.84,95.34,90.66,102.28,0.19,268.408,37,8.23,6.85,88.04,126,136,,551,,,,,-1.1,-0.1,767,58.3,58.3,770.6,753.7,-23,-1.75,32.7,2.5,28.70,2.2
1881,107694,89818,124713,109837,59.5389,7.1884,1.38,130237,87915,6018,-4.59,14191,21447,14288,1020,1247,1335,31094,24474,13434,4.91,55.41,10660,0.37,18.30,10.83,0.64,1.00,1.92,2.80,68.49,0.86,0.76,1.21,-1.24,77.87,1.30,5.00,3.54,,2.93,4.75,,3.48,21.38,4.83,93.87,90.32,100.85,0.18,281.041,40,7.67,6.36,90.89,129,137,,573,,,,,0.9,0.1,761,57.0,57.0,765.2,762.1,3,0.22,60.5,4.5,63.50,4.8
1882,109564,91374,126792,111743,60.5654,7.3132,1.51,132999,89487,5966,-0.22,14774,21840,15032,1050,1284,1374,31403,24797,13654,4.31,55.42,10823,0.12,18.31,10.84,0.66,1.01,1.95,2.77,70.23,0.78,0.76,1.22,0.15,78.53,1.30,5.00,4.17,,2.94,4.50,,3.47,21.02,4.87,94.79,90.81,101.49,0.18,306.564,45,6.90,5.99,92.33,132,137,,592,,,,,0.4,0.0,755,55.0,55.0,759.9,766.4,0,0.00,60.8,4.4,59.80,4.4
1883,113095,94390,130545,115344,62.5207,7.5489,3.13,134360,92476,6174,2.66,15357,22624,15875,1056,1290,1380,31717,25013,13810,4.22,55.42,11004,1.90,18.69,11.06,0.67,0.99,1.89,2.71,69.58,1.00,0.77,1.22,0.00,78.91,1.27,3.00,3.46,,2.85,4.50,,3.48,20.48,4.85,96.33,90.81,102.08,0.18,311.319,46,6.93,5.91,89.46,127,134,,589,,,,,0.7,0.0,748,54.2,54.2,753.9,767.7,-12,-0.87,49.4,3.6,48.40,3.5
1884,111824,93369,129038,114048,61.9830,7.4641,0.47,134933,92790,6070,-0.49,15746,22494,15330,1028,1256,1341,32033,25292,13767,5.44,55.42,11196,-1.23,18.59,11.00,0.67,0.97,1.81,2.57,70.43,0.84,0.76,1.17,-3.44,81.33,1.17,5.00,3.04,,2.73,4.50,,3.37,20.52,4.85,95.06,90.86,102.24,0.17,327.652,47,6.94,5.93,90.03,127,135,,592,,,,,-0.2,0.0,741,55.3,55.3,745.6,758.0,5,0.37,69.8,5.2,70.80,5.3
1885,110492,92272,127654,112690,61.4453,7.3752,-2.27,136635,93655,5655,-1.25,17301,21643,15479,1008,1231,1312,32353,25574,13691,6.93,55.42,11342,-0.92,18.53,10.96,0.67,0.96,1.73,2.42,71.59,0.88,0.76,1.13,-3.47,83.32,1.11,4.00,2.83,,2.86,4.50,,3.34,20.38,4.86,93.68,93.18,103.57,0.17,324.884,47,7.34,6.11,89.06,125,134,,604,,,,,-2.1,-0.2,741,56.5,56.5,739.9,724.7,-7,-0.53,62.3,4.7,62.30,4.7
1886,110923,92670,128038,113130,61.8853,7.4040,-3.48,140455,94206,5188,0.99,17107,22232,15627,1017,1241,1320,32677,25859,13844,6.84,55.43,11438,-0.31,18.46,10.92,0.66,0.97,1.65,2.26,72.75,0.71,0.75,1.12,-0.90,83.35,1.07,5.00,3.08,,2.83,4.50,,3.29,20.13,4.86,94.98,93.92,105.11,0.17,323.522,48,7.04,5.89,89.04,125,133,,606,,,,,-0.1,0.0,738,55.9,55.9,742.0,745.7,5,0.38,78.0,5.9,78.00,5.9
1887,115760,96792,133523,118063,64.4272,7.7269,-0.89,147067,97744,5344,-0.07,16718,23474,16520,1060,1292,1371,33005,26148,14089,6.14,55.43,11540,2.64,18.88,11.17,0.66,0.97,1.64,2.22,73.99,0.67,0.75,1.10,-2.01,85.49,1.06,4.00,3.25,,2.75,4.50,,3.24,20.03,4.85,91.88,94.51,106.27,0.16,331.449,49,6.97,5.83,85.33,120,130,,614,,,,,2.5,0.2,713,52.0,52.0,736.2,744.2,11,0.80,88.5,6.5,85.50,6.2
1888,119893,100156,138189,122278,66.4802,8.0027,0.88,151539,99081,5551,-1.49,16718,24913,17066,1097,1337,1422,33336,26440,14401,5.01,55.43,11658,1.37,19.06,11.28,0.65,0.97,1.64,2.29,71.52,0.88,0.76,1.10,-0.21,86.83,1.08,5.00,3.29,,2.64,4.50,,3.04,22.07,4.87,92.04,94.96,104.66,0.16,344.840,48,7.04,5.93,88.20,124,132,,636,,,,,3.3,0.2,699,49.2,49.2,704.6,722.5,9,0.63,91.5,6.4,94.50,6.6
1889,123776,103469,142655,126238,68.6310,8.2619,2.29,157559,101125,5914,1.61,16912,26025,18554,1157,1409,1495,33670,26735,14752,3.71,55.43,11799,1.22,19.21,11.36,0.66,0.99,1.67,2.32,72.06,0.94,0.78,1.11,0.82,87.91,1.11,6.00,3.67,,2.65,4.50,,2.99,23.47,4.87,95.89,94.57,103.20,0.17,357.009,48,6.66,5.62,90.64,127,132,,653,,,,,3.9,0.3,691,46.2,46.2,697.6,711.9,-4,-0.27,82.8,5.5,82.80,5.5
1890,124945,104482,144047,127430,69.2176,8.3399,1.43,161002,103013,6018,-0.39,17301,25959,18554,1185,1443,1530,34009,27003,14936,3.45,55.44,11946,-0.40,19.13,11.32,0.68,1.00,1.72,2.29,75.36,0.87,0.81,1.11,0.41,90.71,1.10,5.00,4.58,,2.69,4.50,,3.01,23.73,4.86,97.20,94.59,104.09,0.18,366.018,47,6.56,5.44,93.64,131,147,,675,,,,,3.3,0.2,685,44.8,44.8,689.1,680.4,14,0.92,107.0,7.0,103.00,6.7
1891,128750,107613,148547,131312,70.7819,8.5939,2.60,159863,107338,6329,-0.45,17884,24717,18951,1182,1441,1533,34358,27304,14968,4.23,55.44,12126,1.62,19.52,11.55,0.69,0.97,1.72,2.30,74.43,0.67,0.82,1.12,0.81,91.22,1.10,3.50,3.33,,2.70,4.50,,3.00,23.03,4.86,98.00,98.01,106.30,0.17,378.433,46,6.83,5.78,94.95,133,147,,693,,,,,2.7,0.2,679,44.3,44.3,683.5,670.5,-21,-1.37,72.3,4.7,72.30,4.7
1892,125265,104805,144670,127756,69.3154,8.3612,-2.04,156107,106866,6485,0.19,17884,24521,19249,1157,1410,1497,34736,27618,14974,5.27,55.44,12307,-2.56,19.11,11.30,0.71,0.97,1.64,2.21,74.20,0.56,0.82,1.12,0.40,91.17,1.05,3.00,2.50,,2.67,4.50,,2.93,22.46,4.87,98.64,100.84,108.78,0.17,378.128,43,6.66,5.59,97.88,134,150,,696,,,,,2.1,0.1,673,44.9,44.9,677.1,660.8,-31,-2.07,62.7,4.2,63.70,4.3
1893,123949,103785,143258,126415,68.8266,8.2735,-5.09,157398,107338,6589,-1.52,18467,23147,18852,1159,1410,1496,35119,27936,14984,6.32,55.44,12482,-1.17,18.96,11.22,0.71,0.98,1.63,2.16,75.45,0.64,0.82,1.10,-1.91,92.63,1.04,3.00,3.04,,2.62,4.50,,2.88,21.70,4.86,97.68,101.95,112.03,0.17,372.094,39,6.91,5.67,97.57,133,149,,689,,,,,0.4,0.0,668,44.7,44.7,671.1,669.2,-37,-2.47,56.7,3.8,53.70,3.6
1894,130419,109370,150222,133013,72.2484,8.7053,-2.13,168749,111663,6848,4.07,19245,24324,20390,1226,1488,1573,35506,28257,15194,6.06,55.45,12668,3.54,19.63,11.61,0.68,0.99,1.54,2.01,76.47,0.84,0.82,1.07,-2.66,95.70,0.97,2.00,2.08,,2.54,4.50,,2.77,23.26,4.88,99.68,104.90,117.45,0.17,378.933,37,7.26,5.83,94.54,130,155,,706,,,,,0.6,0.0,661,42.0,42.0,667.3,669.9,-43,-2.73,49.6,3.2,44.60,2.8
1895,134635,112908,155163,137313,74.5947,8.9867,-1.19,173701,114415,7160,-1.80,20411,26090,21432,1252,1519,1608,35898,28582,15328,6.32,55.45,12871,2.13,20.09,11.88,0.68,0.98,1.48,1.95,76.11,1.36,0.82,1.06,-1.37,97.03,0.95,2.00,2.00,,2.41,4.50,,2.60,25.25,4.89,100.97,104.06,116.39,0.16,403.685,39,7.49,5.72,102.7,139,175,,746,,,,,3.5,0.2,654,40.7,40.7,659.0,691.5,-38,-2.36,54.6,3.4,53.60,3.3
1896,140223,117844,161399,143012,77.8698,9.3597,0.56,180049,119133,7782,1.59,21383,27201,22622,1297,1571,1659,36294,28911,15677,5.27,55.45,13113,2.24,20.51,12.13,0.68,0.97,1.49,1.96,76.16,1.18,0.83,1.06,-0.21,98.45,0.94,4.00,2.58,,2.30,4.50,,2.49,27.40,4.87,100.40,102.89,113.05,0.17,424.804,38,9.61,7.08,103.3,140,169,,780,,,,,3.0,0.2,647,39.0,39.0,652.3,715.5,-45,-2.71,50.0,3.0,51.00,3.1
1897,141821,119279,163651,144642,78.5542,9.4664,-0.63,181787,119841,8664,-3.27,21966,27332,23119,1330,1611,1700,36694,29344,15884,5.09,55.46,13418,-0.76,20.42,12.07,0.67,0.98,1.48,1.95,75.69,0.79,0.85,1.08,2.03,98.01,0.96,3.00,2.63,,2.26,4.50,,2.51,28.49,4.86,103.54,102.99,109.70,0.18,436.129,38,8.15,6.38,106.2,143,169,,800,,,,,3.5,0.2,640,37.7,37.7,645.2,720.4,-55,-3.24,41.0,2.4,41.00,2.4
1898,149038,125559,171493,152003,82.3182,9.9481,2.05,190782,124873,10013,2.12,22550,27398,23912,1406,1700,1790,37099,29580,16218,4.22,55.46,13796,2.45,20.96,12.39,0.67,0.99,1.49,1.97,75.49,0.91,0.86,1.10,1.78,98.10,0.99,4.00,3.25,,2.29,4.50,,2.58,28.94,4.85,105.06,102.99,111.04,0.20,447.295,39,7.57,6.20,106.7,144,168,,812,,,,,1.1,0.1,636,35.5,35.5,638.8,714.6,-71,-3.97,29.2,1.6,23.20,1.3
1899,154849,130684,177872,157929,85.3978,10.3360,3.69,200676,129041,10584,0.81,27215,28705,24408,1496,1805,1895,37509,29921,16496,3.70,55.46,14230,1.55,21.37,12.64,0.65,1.01,1.55,2.01,76.94,1.29,0.88,1.09,-1.03,100.84,1.05,6.00,3.83,,2.38,4.50,,2.70,29.36,4.86,104.31,101.92,111.78,0.20,467.265,43,7.08,5.76,118.1,158,185,,851,,,,,-10.3,-0.5,638,33.7,33.7,635.4,703.4,-55,-2.90,47.2,2.5,48.20,2.5
1900,154325,130372,177814,157395,84.8600,10.3010,1.28,198260,128727,10636,-3.27,35379,27528,25053,1555,1875,1969,37923,30253,16691,3.67,55.46,14676,-2.49,20.99,12.41,0.67,1.05,1.75,2.16,81.06,1.19,0.90,1.13,4.06,100.00,1.16,4.00,3.88,,2.55,4.50,,2.82,31.23,4.87,107.25,101.42,115.12,0.20,469.964,41,6.93,5.68,116.9,159,180,,866,260,13.9,189,10.1,-71,-3.6,689,35.0,35.0,638.9,626.4,-68,-3.45,33.6,1.7,25.60,1.3
1901,158357,133938,181798,161507,86.9620,10.5701,1.93,199056,131243,11206,3.81,39656,28248,26145,1569,1890,1984,38328,30594,16672,4.86,55.47,15172,1.44,21.54,12.73,0.68,1.04,1.67,2.09,80.10,0.96,0.91,1.13,-0.30,101.34,1.08,4.00,3.75,,2.69,4.50,,2.88,31.77,4.87,105.79,101.17,113.80,0.20,458.890,42,6.64,5.40,119.2,160,186,,856,290,15.3,207,11.0,-83,-4.2,753,37.9,37.9,705.7,672.0,-82,-4.13,19.5,1.0,19.50,1.0
1902,160587,135940,184538,163782,88.1841,10.7190,1.51,199916,131951,11777,-2.20,37518,29425,26294,1577,1898,1994,38696,30907,16768,5.13,55.47,15702,-0.10,21.71,12.84,0.67,1.03,1.61,2.06,78.10,0.80,0.91,1.13,0.00,101.34,1.07,4.00,3.29,,2.68,4.50,,2.90,32.62,4.87,104.50,101.17,111.58,0.21,461.027,43,6.97,5.65,119.9,161,200,,881,286,15.1,226,11.9,-60,-3.0,791,39.7,39.7,768.4,725.9,-77,-3.86,24.1,1.2,16.10,0.8
1903,158697,134479,182394,161854,87.3531,10.5928,-1.41,197007,132501,11673,-1.04,33241,30602,26194,1555,1870,1970,39068,31202,16838,5.59,55.47,16204,-2.28,21.42,12.66,0.69,1.03,1.61,2.10,77.05,0.94,0.92,1.14,1.10,100.54,1.07,4.00,3.71,,2.79,4.50,,3.00,32.02,4.86,103.12,100.95,110.84,0.20,465.626,45,6.61,5.34,117.4,157,193,,855,257,13.7,229,12.2,-28,-1.4,795,40.4,40.4,798.3,722.4,-64,-3.25,43.2,2.2,41.20,2.1
1904,160930,136523,184711,164131,88.4773,10.7419,-1.72,198195,134388,11569,0.95,32075,31125,26492,1560,1874,1973,39444,31522,16753,6.89,55.47,16689,0.71,21.80,12.89,0.69,1.01,1.63,2.10,77.55,0.86,0.92,1.14,-0.40,100.94,1.08,3.00,3.25,,2.86,4.50,,3.12,34.40,4.87,101.62,100.66,110.67,0.20,461.170,47,6.63,5.33,114.5,152,186,,854,247,13.2,229,12.2,-18,-0.9,796,40.4,40.4,794.5,722.3,-59,-2.99,52.4,2.7,52.40,2.7
